eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,rf_severity,analysis_confidence,confidence_reason,stat_significant,p_value,significance_note,number_of_detected_causes,rca_pattern,supporting_evidence,next_investigation_steps,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN10855,LCAIN10855-6,6,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0262,0.3563,0.6698999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10612,LCAIN10612-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.3265,0.6582,0.6683,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,6,Mobility,Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 600.00 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 1800.00 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 128.57 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 433.33 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 633.33,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.Radio: recent=21.00, baseline=3.00, change=600.00% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=19.00, baseline=1.00, change=1800.00% | RRC Reestablish Failures(times): recent=16.00, baseline=7.00, change=128.57% | L.RRC.ReEstFail.Rej: recent=16.00, baseline=3.00, change=433.33% | L.E-RAB.AbnormRel: recent=22.00, baseline=3.00, change=633.33%",Radio Drop Issue,L.E-RAB.AbnormRel.Radio,Radio abnormal releases increased.,"Check coverage, interference, CQI, BLER, and antenna settings.","Check coverage, interference, CQI, BLER, and antenna settings. | Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage and RLF causes. | Check network admission and context. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN12868,LCAIN12868-5,5,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.2813,0.6188,0.6625000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Unknown,MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 97.50 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 52.63 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 30.56 | DRB Reset: L.E-RAB.AbnormRel.Radio.DRBReset changed by 100.00 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 30.56,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.MME: recent=79.00, baseline=40.00, change=97.50% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=29.00, baseline=19.00, change=52.63% | L.E-RAB.AbnormRel.Radio: recent=47.00, baseline=36.00, change=30.56% | L.E-RAB.AbnormRel.Radio.DRBReset: recent=2.00, baseline=1.00, change=100.00% | L.E-RAB.AbnormRel: recent=47.00, baseline=36.00, change=30.56%",MME Drop Issue,L.E-RAB.AbnormRel.MME,MME-related abnormal releases increased.,"Check core network, MME, S1 signaling, and S1 reset counters.","Check core network, MME, S1 signaling, and S1 reset counters. | Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage, interference, CQI, BLER, and antenna settings. | Check DRB integrity and radio link. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN12262,LCAIN12262-2,2,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.5344,0.8755,0.6589,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Mobility,MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 74.29 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 37.14 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 35.71 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 35.71 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 36.11,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.MME: recent=61.00, baseline=35.00, change=74.29% | L.E-RAB.AbnormRel.Radio: recent=48.00, baseline=35.00, change=37.14% | RRC Reestablish Failures(times): recent=19.00, baseline=14.00, change=35.71% | L.RRC.ReEstFail.Rej: recent=19.00, baseline=14.00, change=35.71% | L.E-RAB.AbnormRel: recent=49.00, baseline=36.00, change=36.11%",MME Drop Issue,L.E-RAB.AbnormRel.MME,MME-related abnormal releases increased.,"Check core network, MME, S1 signaling, and S1 reset counters.","Check core network, MME, S1 signaling, and S1 reset counters. | Check coverage, interference, CQI, BLER, and antenna settings. | Check coverage and RLF causes. | Check network admission and context. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN12056,LCAIN12056-2,2,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.3239,0.6696,0.6543000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10496,LCAIN10496-5,5,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.3488,0.7002,0.6486,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Unknown,MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 62.86 | DRB Reset: L.E-RAB.AbnormRel.Radio.DRBReset changed by 100.00,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.MME: recent=171.00, baseline=105.00, change=62.86% | L.E-RAB.AbnormRel.Radio.DRBReset: recent=6.00, baseline=3.00, change=100.00%",MME Drop Issue,L.E-RAB.AbnormRel.MME,MME-related abnormal releases increased.,"Check core network, MME, S1 signaling, and S1 reset counters.","Check core network, MME, S1 signaling, and S1 reset counters. | Check DRB integrity and radio link."
LCAIN10693,LCAIN10693-2,2,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0088,0.3732,0.6355999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12872,LCAIN12872-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.5295,0.9017,0.6278000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Mobility,Re-establishment Failures: RRC Reestablish Failures(times) changed by 133.33 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 160.00 | DRB Reset: L.E-RAB.AbnormRel.Radio.DRBReset changed by 100.00,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","RRC Reestablish Failures(times): recent=14.00, baseline=6.00, change=133.33% | L.RRC.ReEstFail.Rej: recent=13.00, baseline=5.00, change=160.00% | L.E-RAB.AbnormRel.Radio.DRBReset: recent=2.00, baseline=1.00, change=100.00%",Re-establishment Failures,RRC Reestablish Failures(times),RRC re-establishment failures increased.,Check coverage and RLF causes.,Check coverage and RLF causes. | Check network admission and context. | Check DRB integrity and radio link.
LCAIN12588,LCAIN12588-2,2,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.5764,1.951,0.6254,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Mobility,Re-establishment Failures: RRC Reestablish Failures(times) changed by 54.55 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 70.00,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","RRC Reestablish Failures(times): recent=17.00, baseline=11.00, change=54.55% | L.RRC.ReEstFail.Rej: recent=17.00, baseline=10.00, change=70.00%",Re-establishment Failures,RRC Reestablish Failures(times),RRC re-establishment failures increased.,Check coverage and RLF causes.,Check coverage and RLF causes. | Check network admission and context.
LCAIN12917,LCAIN12917-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.2681,1.6443,0.6237999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Mobility,Re-establishment Failures: RRC Reestablish Failures(times) changed by 44.44 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 44.44 | SRB Reset: L.E-RAB.AbnormRel.Radio.SRBReset changed by 50.00,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","RRC Reestablish Failures(times): recent=13.00, baseline=9.00, change=44.44% | L.RRC.ReEstFail.Rej: recent=13.00, baseline=9.00, change=44.44% | L.E-RAB.AbnormRel.Radio.SRBReset: recent=3.00, baseline=2.00, change=50.00%",Re-establishment Failures,RRC Reestablish Failures(times),RRC re-establishment failures increased.,Check coverage and RLF causes.,Check coverage and RLF causes. | Check network admission and context. | Check signaling radio bearer issues.
LCAIN12868,LCAIN12868-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.4689,0.846,0.6229000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Unknown,Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 51.35 | SRB Reset: L.E-RAB.AbnormRel.Radio.SRBReset changed by 300.00 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 47.37,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.Radio: recent=56.00, baseline=37.00, change=51.35% | L.E-RAB.AbnormRel.Radio.SRBReset: recent=16.00, baseline=4.00, change=300.00% | L.E-RAB.AbnormRel: recent=56.00, baseline=38.00, change=47.37%",Radio Drop Issue,L.E-RAB.AbnormRel.Radio,Radio abnormal releases increased.,"Check coverage, interference, CQI, BLER, and antenna settings.","Check coverage, interference, CQI, BLER, and antenna settings. | Check signaling radio bearer issues. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN10575,LCAIN10575-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.3236,1.708,0.6155999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12226,LCAIN12226-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.233,0.6219,0.6111000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Unknown,Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 260.00 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 240.00 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 136.84 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 150.00 | Transport Drop Issue: L.E-RAB.AbnormRel.TNL changed by 20.00,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.Radio: recent=18.00, baseline=5.00, change=260.00% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=17.00, baseline=5.00, change=240.00% | L.E-RAB.AbnormRel.MME: recent=45.00, baseline=19.00, change=136.84% | L.E-RAB.AbnormRel: recent=25.00, baseline=10.00, change=150.00% | L.E-RAB.AbnormRel.TNL: recent=6.00, baseline=5.00, change=20.00%",Radio Drop Issue,L.E-RAB.AbnormRel.Radio,Radio abnormal releases increased.,"Check coverage, interference, CQI, BLER, and antenna settings.","Check coverage, interference, CQI, BLER, and antenna settings. | Check uplink coverage, UL interference, UE power, and timing advance. | Check core network, MME, S1 signaling, and S1 reset counters. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes. | Check backhaul, transmission alarms, packet loss, and transport congestion."
LCAIN10859,LCAIN10859-4,4,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.5712,0.969,0.6022,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10512_Site_512,LCAIN10512-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.7576,0.1556,0.6020000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,6,Mobility,UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 100.00 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 475.00 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 50.00 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 60.00 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 60.00,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=6.00, baseline=3.00, change=100.00% | L.E-RAB.AbnormRel.MME: recent=23.00, baseline=4.00, change=475.00% | L.E-RAB.AbnormRel.Radio: recent=6.00, baseline=4.00, change=50.00% | RRC Reestablish Failures(times): recent=8.00, baseline=5.00, change=60.00% | L.RRC.ReEstFail.Rej: recent=8.00, baseline=5.00, change=60.00%",UL Sync Failure,L.E-RAB.AbnormRel.Radio.ULSyncFail,Drops due to UL synchronization failure increased.,"Check uplink coverage, UL interference, UE power, and timing advance.","Check uplink coverage, UL interference, UE power, and timing advance. | Check core network, MME, S1 signaling, and S1 reset counters. | Check coverage, interference, CQI, BLER, and antenna settings. | Check coverage and RLF causes. | Check network admission and context."
LCAIN12371,LCAIN12371-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.3048,1.7055,0.5993000000000002,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,6,Mobility,UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 146.15 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 100.00 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 90.00 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 110.53 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 28.95,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=32.00, baseline=13.00, change=146.15% | L.E-RAB.AbnormRel.Radio: recent=38.00, baseline=19.00, change=100.00% | L.E-RAB.AbnormRel.MME: recent=171.00, baseline=90.00, change=90.00% | L.E-RAB.AbnormRel: recent=40.00, baseline=19.00, change=110.53% | RRC Reestablish Failures(times): recent=49.00, baseline=38.00, change=28.95%",UL Sync Failure,L.E-RAB.AbnormRel.Radio.ULSyncFail,Drops due to UL synchronization failure increased.,"Check uplink coverage, UL interference, UE power, and timing advance.","Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage, interference, CQI, BLER, and antenna settings. | Check core network, MME, S1 signaling, and S1 reset counters. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes. | Check coverage and RLF causes."
LCAIN10753,LCAIN10753-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0664,0.4671,0.5992999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Unknown,Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 50.00 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 25.00 | SRB Reset: L.E-RAB.AbnormRel.Radio.SRBReset changed by 200.00 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 29.79 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 64.29,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.Radio: recent=21.00, baseline=14.00, change=50.00% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=15.00, baseline=12.00, change=25.00% | L.E-RAB.AbnormRel.Radio.SRBReset: recent=6.00, baseline=2.00, change=200.00% | L.E-RAB.AbnormRel.MME: recent=61.00, baseline=47.00, change=29.79% | L.E-RAB.AbnormRel: recent=23.00, baseline=14.00, change=64.29%",Radio Drop Issue,L.E-RAB.AbnormRel.Radio,Radio abnormal releases increased.,"Check coverage, interference, CQI, BLER, and antenna settings.","Check coverage, interference, CQI, BLER, and antenna settings. | Check uplink coverage, UL interference, UE power, and timing advance. | Check signaling radio bearer issues. | Check core network, MME, S1 signaling, and S1 reset counters. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN12312,LCAIN12312-5,5,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.1058,0.5085,0.5972999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,6,Unknown,MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 269.86 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 30.77 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 22.73 | DRB Reset: L.E-RAB.AbnormRel.Radio.DRBReset changed by 200.00 | Abnormal Release Increase: L.E-RAB.AbnormRel changed by 27.78,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","L.E-RAB.AbnormRel.MME: recent=270.00, baseline=73.00, change=269.86% | L.E-RAB.AbnormRel.Radio: recent=68.00, baseline=52.00, change=30.77% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=27.00, baseline=22.00, change=22.73% | L.E-RAB.AbnormRel.Radio.DRBReset: recent=3.00, baseline=1.00, change=200.00% | L.E-RAB.AbnormRel: recent=69.00, baseline=54.00, change=27.78%",MME Drop Issue,L.E-RAB.AbnormRel.MME,MME-related abnormal releases increased.,"Check core network, MME, S1 signaling, and S1 reset counters.","Check core network, MME, S1 signaling, and S1 reset counters. | Check coverage, interference, CQI, BLER, and antenna settings. | Check uplink coverage, UL interference, UE power, and timing advance. | Check DRB integrity and radio link. | Check drop reason counters, radio quality, HO failures, and TNL/MME causes."
LCAIN11826,LCAIN11826-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.7438,3.1537,0.5900999999999996,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12868,LCAIN12868-6,6,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0557,0.4776,0.5781000000000001,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN13988,LCAIN13988-1,1,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0607,0.4835,0.5771999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Mobility,UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 133.33 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 82.35 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 189.19 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 72.73 | Re-establishment No Reply: L.RRC.ReEstFail.NoReply changed by 87.50,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=28.00, baseline=12.00, change=133.33% | L.E-RAB.AbnormRel.Radio: recent=31.00, baseline=17.00, change=82.35% | L.E-RAB.AbnormRel.MME: recent=107.00, baseline=37.00, change=189.19% | RRC Reestablish Failures(times): recent=57.00, baseline=33.00, change=72.73% | L.RRC.ReEstFail.NoReply: recent=15.00, baseline=8.00, change=87.50%",UL Sync Failure,L.E-RAB.AbnormRel.Radio.ULSyncFail,Drops due to UL synchronization failure increased.,"Check uplink coverage, UL interference, UE power, and timing advance.","Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage, interference, CQI, BLER, and antenna settings. | Check core network, MME, S1 signaling, and S1 reset counters. | Check coverage and RLF causes. | Check coverage and signaling."
LCAIN10987,LCAIN10987-6,6,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.4236,0.8624,0.5611999999999999,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Mobility,UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 100.00 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 41.38 | MME Drop Issue: L.E-RAB.AbnormRel.MME changed by 63.33 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 42.86 | SRB Reset: L.E-RAB.AbnormRel.Radio.SRBReset changed by 100.00,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=20.00, baseline=10.00, change=100.00% | L.E-RAB.AbnormRel.Radio: recent=41.00, baseline=29.00, change=41.38% | L.E-RAB.AbnormRel.MME: recent=49.00, baseline=30.00, change=63.33% | RRC Reestablish Failures(times): recent=10.00, baseline=7.00, change=42.86% | L.E-RAB.AbnormRel.Radio.SRBReset: recent=4.00, baseline=2.00, change=100.00%",UL Sync Failure,L.E-RAB.AbnormRel.Radio.ULSyncFail,Drops due to UL synchronization failure increased.,"Check uplink coverage, UL interference, UE power, and timing advance.","Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage, interference, CQI, BLER, and antenna settings. | Check core network, MME, S1 signaling, and S1 reset counters. | Check coverage and RLF causes. | Check signaling radio bearer issues."
LCAIN10121_Site_137,LCAIN10121-3,3,E-RAB Drop Rate,E-RAB Drop Rate (E-NodeB + MME) %,Retainability,0.5,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.0313,1.4706,0.5607,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,8,Mobility,HO Related Drop: L.E-RAB.AbnormRel.HOFailure changed by 150.00 | Radio Drop Issue: L.E-RAB.AbnormRel.Radio changed by 29.55 | UL Sync Failure: L.E-RAB.AbnormRel.Radio.ULSyncFail changed by 25.71 | Re-establishment Failures: RRC Reestablish Failures(times) changed by 50.00 | Re-establishment Rejection: L.RRC.ReEstFail.Rej changed by 54.55,"Check neighbor definitions, HO preparation/execution counters, RACH on target cells, PCI confusion, reselection/HO parameters, and target availability.","L.E-RAB.AbnormRel.HOFailure: recent=5.00, baseline=2.00, change=150.00% | L.E-RAB.AbnormRel.Radio: recent=57.00, baseline=44.00, change=29.55% | L.E-RAB.AbnormRel.Radio.ULSyncFail: recent=44.00, baseline=35.00, change=25.71% | RRC Reestablish Failures(times): recent=69.00, baseline=46.00, change=50.00% | L.RRC.ReEstFail.Rej: recent=68.00, baseline=44.00, change=54.55%",HO Related Drop,L.E-RAB.AbnormRel.HOFailure,Abnormal releases related to HO failure increased.,"Check neighbors, missing neighbors, A3 offset, CIO, TTT, and PCI issues.","Check neighbors, missing neighbors, A3 offset, CIO, TTT, and PCI issues. | Check coverage, interference, CQI, BLER, and antenna settings. | Check uplink coverage, UL interference, UE power, and timing advance. | Check coverage and RLF causes. | Check network admission and context."
